1着点,2着点,3着点,5着内点,10着内点,穴補正,近走型,学習レース,学習3着内,学習複勝率
30,25,20,5,0,1,3,90,41,45.55555555555556
30,25,20,5,0,3,2,90,41,45.55555555555556
30,25,20,5,3,1,2,90,41,45.55555555555556
30,25,20,5,3,1,3,90,41,45.55555555555556
30,25,20,5,3,2,2,90,41,45.55555555555556
30,25,20,5,5,2,0,90,41,45.55555555555556
30,25,20,5,5,2,2,90,41,45.55555555555556
30,25,20,5,5,2,3,90,41,45.55555555555556
30,25,20,10,0,0,2,90,41,45.55555555555556
30,25,20,10,0,2,2,90,41,45.55555555555556
30,25,20,10,3,0,3,90,41,45.55555555555556
30,25,20,10,5,1,1,90,41,45.55555555555556
30,25,20,10,5,1,3,90,41,45.55555555555556
30,25,20,10,5,2,3,90,41,45.55555555555556
30,25,20,15,0,1,0,90,41,45.55555555555556
30,25,20,15,3,0,1,90,41,45.55555555555556
30,25,20,15,3,0,3,90,41,45.55555555555556
30,25,20,15,5,0,3,90,41,45.55555555555556
30,25,20,15,5,1,0,90,41,45.55555555555556
40,15,10,10,0,0,1,90,41,45.55555555555556
40,15,10,10,0,0,3,90,41,45.55555555555556
40,15,15,5,0,0,1,90,41,45.55555555555556
40,15,15,5,0,1,3,90,41,45.55555555555556
40,15,15,5,3,0,2,90,41,45.55555555555556
40,15,15,5,3,0,3,90,41,45.55555555555556
40,20,10,5,5,1,1,90,41,45.55555555555556
40,20,10,15,0,0,2,90,41,45.55555555555556
40,20,10,15,0,0,3,90,41,45.55555555555556
40,20,15,5,0,1,3,90,41,45.55555555555556
40,20,15,5,3,2,3,90,41,45.55555555555556
40,20,15,5,5,1,1,90,41,45.55555555555556
40,20,15,5,5,2,3,90,41,45.55555555555556
40,20,15,10,0,1,3,90,41,45.55555555555556
40,20,15,10,3,1,0,90,41,45.55555555555556
40,20,15,10,3,1,2,90,41,45.55555555555556
40,20,15,10,5,0,2,90,41,45.55555555555556
40,20,15,15,0,0,1,90,41,45.55555555555556
40,20,15,15,0,0,2,90,41,45.55555555555556
40,20,15,15,0,1,2,90,41,45.55555555555556
40,20,15,15,0,1,3,90,41,45.55555555555556
40,20,15,15,3,1,2,90,41,45.55555555555556
40,20,20,5,0,1,2,90,41,45.55555555555556
40,20,20,5,5,0,2,90,41,45.55555555555556
40,20,20,5,5,0,3,90,41,45.55555555555556
40,20,20,5,5,1,2,90,41,45.55555555555556
40,20,20,10,0,1,2,90,41,45.55555555555556
40,20,20,10,0,1,3,90,41,45.55555555555556
40,20,20,10,3,1,2,90,41,45.55555555555556
40,20,20,10,3,1,3,90,41,45.55555555555556
40,20,20,10,5,0,1,90,41,45.55555555555556
40,20,20,10,5,1,0,90,41,45.55555555555556
40,20,20,15,0,0,0,90,41,45.55555555555556
40,20,20,15,0,1,2,90,41,45.55555555555556
40,20,20,15,3,1,2,90,41,45.55555555555556
40,25,10,5,0,1,0,90,41,45.55555555555556
40,25,10,5,0,1,2,90,41,45.55555555555556
40,25,10,5,3,1,3,90,41,45.55555555555556
40,25,10,5,3,2,3,90,41,45.55555555555556
40,25,10,5,5,1,1,90,41,45.55555555555556
40,25,10,5,5,1,2,90,41,45.55555555555556
40,25,10,10,0,1,3,90,41,45.55555555555556
40,25,10,10,3,1,3,90,41,45.55555555555556
40,25,10,10,3,2,3,90,41,45.55555555555556
40,25,10,10,5,1,3,90,41,45.55555555555556
40,25,10,15,0,1,2,90,41,45.55555555555556
40,25,10,15,3,1,1,90,41,45.55555555555556
40,25,15,5,0,1,2,90,41,45.55555555555556
40,25,15,5,0,2,2,90,41,45.55555555555556
40,25,15,5,0,2,3,90,41,45.55555555555556
40,25,15,5,5,1,0,90,41,45.55555555555556
40,25,15,10,0,0,0,90,41,45.55555555555556
40,25,15,10,0,1,1,90,41,45.55555555555556
40,25,15,10,0,2,3,90,41,45.55555555555556
40,25,15,10,3,1,3,90,41,45.55555555555556
40,25,15,10,3,2,3,90,41,45.55555555555556
40,25,15,10,5,1,2,90,41,45.55555555555556
40,25,15,15,3,1,3,90,41,45.55555555555556
40,25,15,15,5,1,0,90,41,45.55555555555556
40,25,20,5,0,1,0,90,41,45.55555555555556
40,25,20,5,0,1,1,90,41,45.55555555555556
40,25,20,5,0,1,2,90,41,45.55555555555556
40,25,20,5,0,2,2,90,41,45.55555555555556
40,25,20,5,3,1,3,90,41,45.55555555555556
40,25,20,5,3,2,3,90,41,45.55555555555556
40,25,20,5,5,1,2,90,41,45.55555555555556
40,25,20,5,5,1,3,90,41,45.55555555555556
40,25,20,5,5,2,0,90,41,45.55555555555556
40,25,20,10,0,0,0,90,41,45.55555555555556
40,25,20,10,0,0,2,90,41,45.55555555555556
40,25,20,10,0,1,3,90,41,45.55555555555556
40,25,20,10,0,2,3,90,41,45.55555555555556
40,25,20,10,3,0,2,90,41,45.55555555555556
40,25,20,10,3,1,2,90,41,45.55555555555556
40,25,20,10,3,1,3,90,41,45.55555555555556
40,25,20,10,3,2,3,90,41,45.55555555555556
40,25,20,10,5,1,1,90,41,45.55555555555556
40,25,20,10,5,2,0,90,41,45.55555555555556
40,25,20,15,3,0,0,90,41,45.55555555555556
40,25,20,15,3,0,1,90,41,45.55555555555556
40,25,20,15,3,1,2,90,41,45.55555555555556
40,25,20,15,5,0,2,90,41,45.55555555555556
40,25,20,15,5,1,0,90,41,45.55555555555556
40,25,20,15,5,1,2,90,41,45.55555555555556
40,25,20,15,5,1,3,90,41,45.55555555555556
20,15,10,5,0,1,2,90,40,44.44444444444444
20,15,10,5,0,1,3,90,40,44.44444444444444
20,15,10,5,3,1,1,90,40,44.44444444444444
20,15,10,5,3,1,2,90,40,44.44444444444444
20,15,10,5,3,1,3,90,40,44.44444444444444
20,15,10,5,5,1,1,90,40,44.44444444444444
20,15,10,15,3,0,0,90,40,44.44444444444444
20,15,10,15,5,0,2,90,40,44.44444444444444
20,15,15,5,0,0,0,90,40,44.44444444444444
20,15,15,5,0,1,0,90,40,44.44444444444444
20,15,15,5,0,1,2,90,40,44.44444444444444
20,15,15,5,0,1,3,90,40,44.44444444444444
20,15,15,5,3,1,2,90,40,44.44444444444444
20,15,15,5,3,1,3,90,40,44.44444444444444
20,15,15,5,5,1,1,90,40,44.44444444444444
20,15,15,10,0,0,2,90,40,44.44444444444444
20,15,15,10,0,1,1,90,40,44.44444444444444
20,15,15,10,3,0,0,90,40,44.44444444444444
20,15,15,10,3,1,1,90,40,44.44444444444444
20,15,15,10,5,0,2,90,40,44.44444444444444
20,15,15,15,0,0,2,90,40,44.44444444444444
20,15,15,15,5,0,0,90,40,44.44444444444444
20,15,20,5,0,0,1,90,40,44.44444444444444
20,15,20,5,3,0,2,90,40,44.44444444444444
20,15,20,5,3,1,1,90,40,44.44444444444444
20,15,20,5,5,0,0,90,40,44.44444444444444
20,15,20,5,5,0,2,90,40,44.44444444444444
20,15,20,5,5,0,3,90,40,44.44444444444444
20,15,20,5,5,1,1,90,40,44.44444444444444
20,15,20,10,0,1,0,90,40,44.44444444444444
20,15,20,10,0,1,1,90,40,44.44444444444444
20,15,20,10,3,1,0,90,40,44.44444444444444
20,15,20,15,3,0,3,90,40,44.44444444444444
20,20,10,5,0,0,2,90,40,44.44444444444444
20,20,10,5,3,1,0,90,40,44.44444444444444
20,20,10,5,3,1,3,90,40,44.44444444444444
20,20,10,5,5,1,0,90,40,44.44444444444444
20,20,10,5,5,1,1,90,40,44.44444444444444
20,20,10,5,5,1,2,90,40,44.44444444444444
20,20,10,10,0,1,2,90,40,44.44444444444444
20,20,10,10,5,1,1,90,40,44.44444444444444
20,20,15,5,0,1,2,90,40,44.44444444444444
20,20,15,5,0,2,3,90,40,44.44444444444444
20,20,15,5,3,1,0,90,40,44.44444444444444
20,20,15,5,5,1,2,90,40,44.44444444444444
20,20,15,5,5,2,3,90,40,44.44444444444444
